Perovskite_dimension_3D,Perovskite_composition_perovskite_ABC3_structure,Perovskite_composition_short_form,Perovskite_composition_long_form,Perovskite_band_gap
TRUE,TRUE,CsPbBrI,CsPbBrI2,
TRUE,TRUE,CsPbBrI,CsPbBrI2,
TRUE,TRUE,CsPbBrI,CsPbBrI2,
TRUE,TRUE,CsPbBrI,CsPbBrI2,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAMAPbBrI,Cs0.04FA0.8MA0.16PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.04FA0.8MA0.16PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.04FA0.8MA0.16PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.04FA0.8MA0.16PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.04FA0.8MA0.16PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.04FA0.8MA0.16PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.04FA0.8MA0.16PbBr0.45I2.55,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbBrI,MAPbBr0.3I2.7,
TRUE,TRUE,MAPbBrI,MAPbBr0.3I2.7,
TRUE,TRUE,MAPbBrI,MAPbBr0.3I2.7,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.82MA0.13PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.82MA0.13PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.82MA0.13PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.82MA0.13PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.82MA0.13PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.82MA0.13PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.82MA0.13PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.82MA0.13PbBr0.45I2.55,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsPbI,CsPbI3,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.61
TRUE,TRUE,MAPbBrI,MAPbBr0.75I2.25,1.67
TRUE,TRUE,MAPbBrI,MAPbBr2.25I0.75,1.67
TRUE,TRUE,MAPbBr,MAPbBr3,2.3
TRUE,TRUE,MAPbI,MAPbI3,1.61
TRUE,TRUE,MAPbBrI,MAPbBr0.75I2.25,1.67
TRUE,TRUE,MAPbBrI,MAPbBr1.5I1.5,1.67
TRUE,TRUE,MAPbBrI,MAPbBr2.25I0.75,1.67
TRUE,TRUE,MAPbBr,MAPbBr3,2.3
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbBr,MAPbBr3,
TRUE,TRUE,MAPbBr,MAPbBr3,
TRUE,TRUE,CsPbBrI,CsPbBr2I,
TRUE,TRUE,CsPbBrI,CsPbBr2I,
TRUE,TRUE,CsPbBrI,CsPbBr2I,
TRUE,TRUE,CsPbBrI,CsPbBr2I,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAPbI,Cs0.15FA0.85PbI3,
TRUE,TRUE,CsFAPbI,Cs0.15FA0.85PbI3,
TRUE,TRUE,CsFAPbI,Cs0.15FA0.85PbI3,
TRUE,TRUE,CsFAPbI,Cs0.15FA0.85PbI3,
TRUE,TRUE,CsFAPDAPbI,Cs0.02FA0.15PDA0.82PbI3,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.61
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.61
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,CsFAPbBrI,Cs0.17FA0.83PbBr0.51I2.49,
TRUE,TRUE,CsFAPbBrI,Cs0.17FA0.83PbBr0.51I2.49,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbBrI,FA0.78MA0.21PbBr0.21I2.79,
TRUE,TRUE,FAMAPbBrI,FA0.78MA0.21PbBr0.21I2.79,
TRUE,TRUE,FAMAPbBrI,FA0.78MA0.21PbBr0.21I2.79,
TRUE,TRUE,FAMAPbBrI,FA0.78MA0.21PbBr0.21I2.79,
TRUE,TRUE,FAMAPbBrI,FA0.78MA0.21PbBr0.21I2.79,
TRUE,TRUE,FAMAPbBrI,FA0.78MA0.21PbBr0.21I2.79,
TRUE,TRUE,FAMAPbBrI,FA0.78MA0.21PbBr0.21I2.79,
TRUE,TRUE,FAMAPbBrI,FA0.78MA0.21PbBr0.21I2.79,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.51I2.49,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.51I2.49,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.51I2.49,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.51I2.49,
TRUE,TRUE,CsPbBr,CsPbBr3,2.39
TRUE,TRUE,CsPbBrI,CsPbBr2.9I0.1,2.38
TRUE,TRUE,CsPbBrI,CsPbBr2.8I0.2,2.35
TRUE,TRUE,CsPbBrI,CsPbBr2.7I0.3,2.32
TRUE,TRUE,CsPbBr,CsPbBr3,2.39
TRUE,TRUE,CsPbBrI,CsPbBr2.9I0.1,2.38
TRUE,TRUE,CsPbBrI,CsPbBr2.8I0.2,2.35
TRUE,TRUE,CsPbBrI,CsPbBr2.7I0.3,2.32
TRUE,TRUE,CsPbBr,CsPbBr3,2.39
TRUE,TRUE,CsPbBrI,CsPbBr2.9I0.1,2.38
TRUE,TRUE,CsPbBrI,CsPbBr2.8I0.2,2.35
TRUE,TRUE,CsPbBrI,CsPbBr2.7I0.3,2.32
TRUE,TRUE,CsPbBr,CsPbBr3,2.39
TRUE,TRUE,CsPbBrI,CsPbBr2.9I0.1,2.38
TRUE,TRUE,CsPbBrI,CsPbBr2.8I0.2,2.35
TRUE,TRUE,CsPbBrI,CsPbBr2.7I0.3,2.32
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,1.57
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,1.57
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,1.57
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,1.57
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,1.57
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,1.57
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,1.57
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,1.57
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,1.57
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,1.57
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,1.57
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,1.57
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,1.57
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,1.57
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FASnI,FASnI3,1.41
FALSE,TRUE,(PEA)FASnI,(PEA)2FA8Sn9I28,1.41
FALSE,TRUE,(PMA)MAPbI,(PMA)2MAPbI3,1.61
FALSE,TRUE,(PMA)MAPbI,(PMA)2MAPbI3,1.61
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.58
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
TRUE,TRUE,MAPbI,MAPbI3,1.63
FALSE,TRUE,MAPbI,MAPbI3,1.82
FALSE,TRUE,MAPbI,MAPbI3,1.82
FALSE,TRUE,MAPbI,MAPbI3,1.82
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.51I2.49,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.81MA0.14PbBr0.45I2.55,
